Latitude,Longitude,Senior Citizen,Partner,Dependents,Tenure Months,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Expected Monthly,Total Services,Security Score,Entertainment Score
40.367964,-122.937379,No,Yes,No,11,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,20.55,184.95,16.813636363636363,0,0,0
33.739415,-116.968339,No,Yes,Yes,3,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.3,54.7,18.233333333333334,0,0,0
32.800671,-116.483363,No,Yes,Yes,33,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),88.6,2888.7,87.53636363636363,3,3,0
32.636792,-117.054989,No,No,No,8,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.5,215.2,26.9,0,0,0
37.965695,-121.260051,No,No,No,63,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),98.0,6218.45,98.70555555555555,4,3,1
33.75462,-118.071128,No,No,Yes,11,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.1,221.35,20.12272727272727,0,0,0
37.633361,-121.862395,No,Yes,Yes,36,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.65,1547.35,42.981944444444444,3,3,0
34.9436,-115.287901,No,Yes,Yes,8,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,759.55,94.94375,3,1,2
37.34667,-121.910019,Yes,No,No,10,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.7,329.8,32.980000000000004,1,0,1
35.690535,-118.552784,No,No,No,3,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.1,270.7,90.23333333333333,0,0,0
39.424957,-122.039307,No,No,No,29,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5,67.94827586206897,4,3,1
37.422961,-120.765493,No,Yes,Yes,64,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),53.85,3399.85,53.12265625,1,1,0
38.7904,-121.236973,No,Yes,Yes,50,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.25,5431.4,108.62799999999999,5,3,2
38.013825,-122.039144,Yes,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,69.75,69.75,0,0,0
33.923573,-118.200669,No,Yes,Yes,7,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.15,496.9,70.98571428571428,1,1,0
38.123544,-121.159078,No,No,No,14,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),51.45,727.85,51.989285714285714,1,1,0
34.067932,-117.785168,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.6,70.6,70.6,0,0,0
33.839989,-116.659215,Yes,No,No,3,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,235.5,78.5,0,0,0
34.144703,-117.770299,No,No,No,3,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,64.6,174.2,58.06666666666666,2,1,1
37.734971,-120.954271,No,No,No,2,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.9,143.35,71.675,0,0,0
33.897122,-118.164432,No,Yes,No,36,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.35,1317.95,36.609722222222224,2,2,0
37.722302,-122.491129,No,Yes,Yes,68,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103.75,7039.45,103.52132352941176,4,2,2
40.372532,-123.525626,Yes,No,No,33,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.85,2716.3,82.31212121212121,2,2,0
37.654436,-122.426468,No,No,No,9,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.3,923.5,102.61111111111111,3,1,2
33.781086,-118.199049,Yes,Yes,No,32,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2642.05,82.5640625,1,0,1
34.624399,-120.137875,No,Yes,No,22,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.2,1152.7,52.39545454545455,2,2,0
37.581496,-119.972762,No,Yes,No,19,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.1,1620.8,85.30526315789473,2,1,1
34.169706,-118.323548,No,Yes,No,67,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),60.4,3953.7,59.01044776119403,3,3,0
34.364153,-118.615583,No,Yes,Yes,41,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.7,804.25,19.615853658536587,0,0,0
37.609095,-121.263381,No,No,No,3,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.8,272.2,90.73333333333333,2,1,1
33.75462,-118.071128,No,No,No,52,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.65,1025.05,19.7125,0,0,0
37.40122,-120.514191,No,No,No,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.95,81.95,81.95,1,0,1
35.363339,-117.637641,No,Yes,Yes,2,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,65.7,134.35,67.175,2,0,2
33.830453,-118.384565,No,No,No,2,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.15,183.75,91.875,2,1,1
38.556306,-121.495817,No,Yes,Yes,8,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.35,152.6,19.075,0,0,0
32.716007,-117.117462,Yes,Yes,No,42,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.55,3930.6,93.58571428571429,3,2,1
36.523619,-119.386868,Yes,Yes,No,13,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,916.75,70.51923076923077,0,0,0
33.736387,-118.284363,No,No,No,8,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,70.45625,3,2,1
33.215251,-116.53633,No,Yes,No,53,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.05,990.45,18.687735849056605,0,0,0
37.621458,-121.012295,No,No,No,15,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.2,1130.0,75.33333333333333,2,1,1
35.050345,-120.489599,No,No,No,39,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,2011.4,51.57435897435898,3,1,2
37.114335,-122.237162,Yes,Yes,No,27,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),36.5,1032.0,38.22222222222222,1,0,1
38.227285,-121.02789,No,No,No,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.25,100.25,100.25,3,1,2
41.171578,-120.913161,No,No,No,46,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,21.1,937.1,20.371739130434783,0,0,0
37.42765,-121.945416,No,Yes,No,17,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.5,1336.9,78.64117647058823,1,1,0
34.137412,-118.207607,No,Yes,Yes,51,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.4,997.75,19.563725490196077,0,0,0
37.160194,-121.945611,No,No,No,9,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.3,781.4,86.82222222222222,2,1,1
34.057256,-117.667677,Yes,No,No,45,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.15,4459.8,99.10666666666667,3,1,2
33.88274,-117.224878,No,Yes,Yes,69,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,105.0,7297.75,105.76449275362319,4,2,2
33.887676,-118.127289,No,Yes,Yes,57,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.75,1272.05,22.316666666666666,0,0,0
33.976678,-118.065875,No,No,Yes,22,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),49.45,1031.4,46.88181818181818,3,1,2
36.525703,-120.952122,No,No,No,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,80.55,1,0,1
37.590421,-122.306467,No,No,No,10,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.65,524.5,52.45,1,1,0
36.977025,-121.952864,No,No,No,32,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.05,614.45,19.2015625,0,0,0
33.956445,-118.358634,No,Yes,Yes,16,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.95,1267.95,79.246875,1,1,0
34.2565,-117.19335,No,Yes,Yes,57,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,95.0,5535.8,97.11929824561403,3,1,2
33.982787,-117.057627,No,No,No,18,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.65,391.7,21.76111111111111,0,0,0
33.946982,-116.977672,No,Yes,No,41,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),66.5,2728.6,66.55121951219512,3,2,1
39.681488,-121.83721,No,No,No,14,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.45,1117.55,79.825,1,1,0
38.508735,-121.678813,No,No,No,9,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,889.9,98.87777777777778,2,0,2
38.135897,-122.563683,Yes,No,No,13,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,1308.1,100.62307692307692,3,1,2
34.983808,-117.239306,No,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,75.1,0,0,0
39.455555,-123.683979,No,Yes,No,68,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.3,6754.35,99.32867647058823,4,2,2
41.444606,-123.471895,No,Yes,Yes,48,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.2,1027.25,21.401041666666668,0,0,0
33.976753,-117.897367,Yes,No,No,13,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.9,1364.3,104.94615384615385,4,2,2
38.071327,-120.632221,No,No,No,2,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.1,113.35,56.675,2,2,0
38.592745,-121.540036,No,No,No,32,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,74.75,2282.95,71.3421875,3,1,2
34.061634,-117.893169,No,Yes,No,51,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),60.5,3145.15,61.66960784313726,3,3,0
34.875144,-116.821698,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.55,69.55,69.55,0,0,0
34.048013,-118.293953,No,No,No,25,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.9,527.5,21.1,0,0,0
37.862128,-122.075197,No,Yes,Yes,14,No,No,No,No,No,No,No,No,Two year,No,Mailed check,18.8,255.55,18.25357142857143,0,0,0
33.680031,-116.171678,No,Yes,No,30,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),70.25,2198.9,73.29666666666667,4,3,1
33.778436,-118.118648,No,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),117.5,8670.1,120.41805555555555,6,4,2
38.067204,-122.524004,No,Yes,No,56,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.6,4902.8,87.55,1,0,1
39.408634,-123.045516,No,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),97.95,7114.25,98.80902777777777,4,3,1
39.745805,-120.580882,No,Yes,Yes,53,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.4,1110.35,20.95,0,0,0
34.037342,-119.80079,No,No,Yes,3,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,55.9,157.55,52.51666666666667,2,2,0
32.782501,-117.01611,No,No,No,39,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,3017.65,77.37564102564103,0,0,0
36.902954,-120.194274,No,Yes,No,40,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,4113.1,102.82750000000001,3,1,2
34.15136,-118.364786,No,No,Yes,60,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.95,1189.9,19.831666666666667,0,0,0
37.946617,-122.563571,No,No,No,68,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,80.65,5330.2,78.38529411764705,4,2,2
33.840524,-118.148403,No,Yes,Yes,52,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,79.2,4016.3,77.23653846153846,5,3,2
32.790282,-115.689559,No,No,Yes,23,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),40.65,947.4,41.19130434782608,3,3,0
33.735802,-117.818805,No,Yes,No,61,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,81.05,4747.65,77.83032786885245,5,3,2
39.937017,-121.058043,No,Yes,Yes,67,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.25,1372.9,20.491044776119406,0,0,0
37.249377,-120.249581,No,Yes,No,66,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.9,5595.3,84.77727272727273,6,4,2
35.710244,-118.881679,No,Yes,No,8,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,24.4,203.95,25.49375,0,0,0
38.392559,-121.225093,No,Yes,Yes,35,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.45,2136.9,61.05428571428572,2,2,0
40.310119,-123.909449,No,Yes,No,62,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),38.6,2345.55,37.83145161290323,3,3,0
37.555473,-122.080312,No,No,No,1,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,83.4,83.4,83.4,3,3,0
38.325599,-122.642352,No,No,No,1,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.45,20.45,20.45,0,0,0
37.127386,-120.506422,No,Yes,Yes,41,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.3,772.4,18.839024390243903,0,0,0
34.234912,-118.153729,Yes,Yes,No,72,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.35,6929.4,96.24166666666666,3,1,2
40.210895,-123.86,No,No,No,5,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.5,452.7,90.53999999999999,2,1,1
38.445603,-123.063756,No,Yes,Yes,71,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.6,8100.25,114.08802816901408,6,4,2
33.475493,-117.219551,Yes,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,73.65,73.65,0,0,0
33.859171,-118.252272,No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),43.85,43.85,43.85,0,0,0
40.656287,-121.428965,No,No,Yes,62,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),26.0,1638.7,26.43064516129032,0,0,0
34.613476,-118.256358,No,Yes,Yes,47,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),21.3,1041.8,22.16595744680851,0,0,0
34.074087,-117.605618,Yes,No,No,16,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,1511.2,94.45,3,1,2
36.875409,-121.279679,No,Yes,No,61,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),101.15,6383.9,104.65409836065574,3,1,2
33.948558,-116.516976,No,Yes,No,23,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.3,486.2,21.139130434782608,0,0,0
34.002642,-118.287596,No,No,No,12,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.4,1095.65,91.30416666666667,3,2,1
33.351059,-117.420557,No,Yes,No,27,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,80.85,2204.35,81.64259259259259,4,2,2
36.878709,-119.7645,No,Yes,No,38,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.25,814.75,21.44078947368421,0,0,0
36.622237,-119.521126,No,No,No,29,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.0,599.3,20.66551724137931,0,0,0
34.049841,-118.33846,No,Yes,No,64,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.55,1714.95,26.79609375,0,0,0
33.906496,-116.569499,No,No,No,51,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.65,1020.75,20.014705882352942,0,0,0
39.23754,-120.720196,No,No,No,51,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),59.9,3043.6,59.67843137254902,2,2,0
38.805481,-120.13287,No,No,No,27,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.0,1291.35,47.827777777777776,0,0,0
36.452211,-119.94575,No,No,No,5,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.95,318.1,63.620000000000005,3,2,1
39.361283,-123.784599,No,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,95.1,6843.15,95.04374999999999,3,2,1
33.617108,-117.253349,No,Yes,No,51,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),78.65,3950.85,77.46764705882353,4,2,2
38.148862,-121.737696,No,No,No,14,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.8,1129.1,80.64999999999999,2,0,2
37.881842,-121.848111,No,No,No,22,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,55.1,1253.15,56.96136363636364,2,2,0
38.591134,-121.161585,No,Yes,No,41,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,102.6,4213.35,102.76463414634148,4,2,2
37.666587,-120.411517,No,No,No,42,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.75,844.45,20.10595238095238,0,0,0
34.364153,-118.615583,No,No,Yes,4,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,268.35,67.0875,0,0,0
34.659579,-118.584212,No,Yes,No,72,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),90.35,6563.4,91.15833333333333,3,3,0
35.690535,-118.552784,No,No,Yes,4,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),20.05,85.5,21.375,0,0,0
37.5923,-120.853288,Yes,Yes,No,20,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.0,1259.35,62.967499999999994,2,1,1
36.995162,-120.955099,No,No,No,22,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),65.25,1441.8,65.53636363636363,3,2,1
37.249377,-120.249581,No,No,No,37,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.5,3778.0,102.10810810810811,4,2,2
34.067699,-116.903891,No,No,No,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),49.55,49.55,49.55,1,1,0
35.363339,-117.637641,Yes,No,No,20,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.55,1842.8,92.14,3,1,2
33.705836,-117.318204,No,Yes,No,25,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.6,1797.75,71.91,1,1,0
38.683605,-120.811852,No,No,No,4,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.45,330.05,82.5125,1,1,0
33.914775,-118.348083,No,Yes,Yes,72,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.55,1867.7,25.94027777777778,0,0,0
32.72523,-117.171346,No,Yes,No,32,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.4,641.15,20.0359375,0,0,0
38.468893,-122.580539,No,Yes,Yes,59,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.5,1222.65,20.722881355932206,0,0,0
37.731505,-122.384532,No,No,No,35,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.25,617.65,17.647142857142857,0,0,0
36.841655,-119.797113,No,No,Yes,53,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),62.85,3419.5,64.51886792452831,3,3,0
35.097323,-118.171288,No,No,No,71,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),79.05,5552.5,78.20422535211267,1,1,0
34.11572,-118.192754,No,No,Yes,11,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.85,1105.4,100.4909090909091,3,1,2
37.147198,-121.120161,No,Yes,Yes,52,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.85,1070.5,20.58653846153846,0,0,0
33.744119,-118.31448,No,No,No,43,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),35.2,1463.7,34.03953488372093,2,2,0
33.634626,-117.874882,No,Yes,Yes,23,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.6,514.75,22.380434782608695,0,0,0
33.88856,-118.351813,No,Yes,Yes,11,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.55,565.35,51.39545454545455,3,1,2
36.008958,-118.891593,No,No,No,28,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.7,2979.5,106.41071428571429,4,2,2
34.002028,-118.430656,No,Yes,No,63,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.65,6311.2,100.17777777777778,3,1,2
38.232389,-122.324944,Yes,No,No,13,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.9,788.35,60.642307692307696,2,1,1
37.80821,-121.308401,No,No,No,17,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,1617.5,95.1470588235294,3,2,1
36.600193,-120.153393,No,No,No,3,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,86.05,244.85,81.61666666666666,2,1,1
36.205465,-119.085807,No,No,No,4,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,191.05,47.7625,0,0,0
37.939768,-120.188002,No,Yes,Yes,47,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,87.2,4017.45,85.47765957446808,2,1,1
38.691607,-121.602284,No,Yes,Yes,69,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),59.1,4134.7,59.9231884057971,3,3,0
34.018354,-117.85492,No,No,No,3,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.1,246.5,82.16666666666667,2,2,0
40.796621,-124.15428,No,Yes,Yes,11,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.0,300.7,27.336363636363636,0,0,0
33.973616,-118.24902,Yes,No,No,8,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.45,742.95,92.86875,3,1,2
38.585826,-121.376263,No,No,No,4,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.0,78.9,19.725,0,0,0
38.93706,-123.118111,No,No,No,53,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,53.6,2879.2,54.32452830188679,5,4,1
36.993451,-122.098858,No,Yes,Yes,20,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,20.0,417.65,20.8825,0,0,0
37.963995,-122.288296,Yes,No,No,5,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),45.4,214.75,42.95,3,2,1
37.863843,-122.275684,No,No,No,4,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.05,266.9,66.725,0,0,0
33.644585,-116.871544,No,No,No,62,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,65.1,3846.75,62.04435483870968,3,2,1
38.445939,-121.496855,Yes,No,No,44,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),89.15,3990.75,90.69886363636364,3,2,1
40.559177,-120.612113,No,No,No,3,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.8,58.15,19.383333333333333,0,0,0
33.653338,-117.178271,No,Yes,Yes,72,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5986.55,83.14652777777778,5,3,2
34.137319,-118.029837,No,Yes,Yes,12,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.7,258.35,21.52916666666667,0,0,0
37.943954,-120.67108,No,Yes,Yes,2,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,97.1,184.15,92.075,3,1,2
34.95703,-117.73045,No,Yes,No,48,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.25,855.1,17.814583333333335,0,0,0
37.773147,-122.411287,No,No,No,4,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.4,234.85,58.7125,1,0,1
33.745746,-116.514215,No,No,No,34,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.35,2896.6,85.19411764705882,1,0,1
34.015481,-118.493231,No,No,No,62,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),74.3,4698.05,75.775,4,2,2
34.581308,-118.931948,No,No,No,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.85,80.85,80.85,1,0,1
36.696759,-119.024051,No,Yes,No,53,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),77.4,4155.95,78.41415094339622,4,3,1
33.859171,-118.252272,Yes,Yes,No,22,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.75,1938.9,88.13181818181819,2,0,2
38.050558,-121.646924,No,No,No,72,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),73.0,5265.2,73.12777777777778,5,4,1
39.225634,-121.156163,No,No,No,3,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.4,293.15,97.71666666666665,3,1,2
